Country;Year;Team;GP;W;T;L;pts;gf;ga
FR1;2009;FC Lorient;38;16;10;12;58;54;42
FR1;2009;Monaco;38;15;10;13;55;39;45
FR1;2009;Rennes;38;14;11;13;53;52;41
FR1;2009;Valenciennes FC;38;14;10;14;52;50;50
FR1;2009;AS Nancy;38;13;9;16;48;46;53
FR1;2009;Lens;38;12;12;14;48;40;44
FR1;2009;Paris Saint-Germain;38;12;11;15;47;50;46
FR1;2009;Toulouse;38;12;11;15;47;36;36
FR1;2009;OGC Nice;38;11;11;16;44;41;57
FR1;2009;FC Sochaux;38;11;8;19;41;28;52
FR1;2009;Saint-Étienne;38;10;10;18;40;27;45
FR1;2009;Le Mans;38;8;8;22;32;36;59
FR1;2009;Boulogne;38;7;10;21;31;31;62
FR1;2009;Grenoble;38;5;8;25;23;31;61
FR1;2008;Bordeaux;38;24;8;6;80;64;34
FR1;2008;Marseille;38;22;11;5;77;67;35
FR1;2008;Lyon;38;20;11;7;71;52;29
FR1;2008;Paris Saint-Germain;38;19;7;12;64;49;38
FR1;2008;Lille OSC;38;17;13;8;64;51;39
FR1;2008;Toulouse;38;16;16;6;64;45;27
FR1;2008;Rennes;38;15;16;7;61;42;34
FR1;2008;Auxerre;38;16;7;15;55;35;35
FR1;2008;OGC Nice;38;13;11;14;50;40;41
FR1;2008;Monaco;38;11;12;15;45;41;45
FR1;2008;FC Lorient;38;10;15;13;45;47;47
FR1;2008;Grenoble;38;10;14;14;44;24;37
FR1;2008;Valenciennes FC;38;10;14;14;44;35;42
FR1;2008;AS Nancy;38;10;12;16;42;38;47
FR1;2008;FC Sochaux;38;10;12;16;42;40;48
FR1;2008;Saint-Étienne;38;11;7;20;40;40;56
FR1;2008;Le Mans;38;10;10;18;40;43;54
FR1;2008;Nantes;38;9;10;19;37;33;54
FR1;2008;Caen;38;8;13;17;37;42;49
FR1;2008;Le Havre;38;7;5;26;25;30;67
FR1;2007;Lyon;38;24;7;7;79;74;37
FR1;2007;Bordeaux;38;22;9;7;75;65;38
FR1;2007;Marseille;38;17;11;10;62;58;45
FR1;2007;AS Nancy;38;15;15;8;60;44;30
FR1;2007;Rennes;38;16;10;12;58;47;44
FR1;2007;Saint-Étienne;38;16;10;12;58;47;34
FR1;2007;Lille OSC;38;13;18;7;57;45;32
FR1;2007;OGC Nice;38;13;16;9;55;35;30
FR1;2007;Le Mans;38;14;11;13;53;46;49
FR1;2007;FC Lorient;38;12;16;10;52;32;35
FR1;2007;Caen;38;13;12;13;51;48;53
FR1;2007;Monaco;38;13;8;17;47;40;48
FR1;2007;Valenciennes FC;38;12;9;17;45;42;40
FR1;2007;Auxerre;38;12;8;18;44;33;52
FR1;2007;FC Sochaux;38;10;14;14;44;34;43
FR1;2007;Paris Saint-Germain;38;10;13;15;43;37;45
FR1;2007;Toulouse;38;9;15;14;42;36;42
FR1;2007;Lens;38;9;13;16;40;43;52
FR1;2007;RC Strasbourg;38;9;8;21;35;34;55
FR1;2007;Metz;38;5;9;24;24;28;64
FR1;2006;Lyon;38;24;9;5;81;64;27
FR1;2006;Marseille;38;19;7;12;64;53;38
FR1;2006;Toulouse;38;17;7;14;58;44;43
FR1;2006;Bordeaux;38;16;9;13;57;39;35
FR1;2006;FC Sochaux;38;15;12;11;57;46;48
FR1;2006;Lens;38;15;12;11;57;47;41
FR1;2006;Rennes;38;14;15;9;57;38;30
FR1;2006;Auxerre;38;13;15;10;54;41;41
FR1;2006;Monaco;38;13;12;13;51;45;38
FR1;2006;Lille OSC;38;13;11;14;50;45;43
FR1;2006;Saint-Étienne;38;14;7;17;49;52;50
FR1;2006;AS Nancy;38;13;10;15;49;37;44
FR1;2006;FC Lorient;38;12;13;13;49;33;40
FR1;2006;Le Mans;38;11;16;11;49;45;46
FR1;2006;Paris Saint-Germain;38;12;12;14;48;42;42
FR1;2006;Valenciennes FC;38;11;10;17;43;36;48
FR1;2006;OGC Nice;38;9;16;13;43;34;40
FR1;2006;Troyes;38;9;12;17;39;39;54
FR1;2006;Sedan;38;7;14;17;35;46;58
FR1;2006;Nantes;38;7;13;18;34;29;49
FR1;2005;Lyon;38;25;9;4;84;73;31
FR1;2005;Bordeaux;38;18;15;5;69;43;25
FR1;2005;Lille OSC;38;16;14;8;62;56;31
FR1;2005;Marseille;38;16;12;10;60;44;35
FR1;2005;Lens;38;14;18;6;60;48;34
FR1;2005;Rennes;38;18;5;15;59;48;49
FR1;2005;Auxerre;38;17;8;13;59;50;39
FR1;2005;OGC Nice;38;16;10;12;58;36;31
FR1;2005;Le Mans;38;13;13;12;52;33;36
FR1;2005;Monaco;38;13;13;12;52;42;36
FR1;2005;Paris Saint-Germain;38;13;13;12;52;44;38
FR1;2005;AS Nancy;38;12;12;14;48;35;37
FR1;2005;Saint-Étienne;38;11;14;13;47;29;39
FR1;2005;Nantes;38;11;12;15;45;37;41
FR1;2005;FC Sochaux;38;11;11;16;44;34;47
FR1;2005;Toulouse;38;10;11;17;41;36;47
FR1;2005;Troyes;38;9;12;17;39;37;47
FR1;2005;Ajaccio;38;8;9;21;33;27;53
FR1;2005;Metz;38;6;11;21;29;26;59
FR1;2005;RC Strasbourg;38;5;14;19;29;33;56
FR1;2004;Lyon;38;22;13;3;79;56;22
FR1;2004;Lille OSC;38;18;13;7;67;52;29
FR1;2004;Monaco;38;15;18;5;63;52;35
FR1;2004;Marseille;38;15;10;13;55;47;42
FR1;2004;Rennes;38;15;10;13;55;49;42
FR1;2004;Saint-Étienne;38;12;17;9;53;47;34
FR1;2004;Auxerre;38;14;10;14;52;48;47
FR1;2004;Lens;38;13;13;12;52;45;39
FR1;2004;Paris Saint-Germain;38;12;15;11;51;40;41
FR1;2004;FC Sochaux;38;13;11;14;50;42;41
FR1;2004;RC Strasbourg;38;12;12;14;48;42;43
FR1;2004;Toulouse;38;12;10;16;46;36;43
FR1;2004;OGC Nice;38;10;16;12;46;38;45
FR1;2004;Ajaccio;38;10;15;13;45;36;40
FR1;2004;Metz;38;10;14;14;44;33;45
FR1;2004;Bordeaux;38;8;20;10;44;37;41
FR1;2004;Nantes;38;10;13;15;43;33;38
FR1;2004;Caen;38;10;12;16;42;36;60
FR1;2004;Bastia;38;11;8;19;41;32;48
FR1;2004;FC Istres;38;6;14;18;32;25;51
FR1;2003;Lyon;38;24;7;7;79;64;26
FR1;2003;Paris Saint-Germain;38;22;10;6;76;50;28
FR1;2003;Monaco;38;21;12;5;75;59;30
FR1;2003;Auxerre;38;19;8;11;65;60;34
FR1;2003;FC Sochaux;38;18;9;11;63;54;42
FR1;2003;Nantes;38;17;9;12;60;47;35
FR1;2003;Marseille;38;17;6;15;57;51;45
FR1;2003;Lens;38;15;8;15;53;34;48
FR1;2003;Rennes;38;14;10;14;52;56;44
FR1;2003;Lille OSC;38;14;9;15;51;41;41
FR1;2003;Bordeaux;38;13;11;14;50;40;43
FR1;2003;OGC Nice;38;11;17;10;50;42;39
FR1;2003;RC Strasbourg;38;10;13;15;43;43;50
FR1;2003;Metz;38;11;9;18;42;34;42
FR1;2003;Ajaccio;38;10;10;18;40;33;55
FR1;2003;Bastia;38;9;12;17;39;33;49
FR1;2003;Toulouse;38;9;12;17;39;31;44
FR1;2003;Guingamp;38;10;8;20;38;36;58
FR1;2003;Le Mans;38;9;11;18;38;35;57
FR1;2003;Montpellier Herault SC;38;8;7;23;31;41;74
FR1;2002;Lyon;38;19;11;8;68;63;41
FR1;2002;Monaco;38;19;10;9;67;66;33
FR1;2002;Marseille;38;19;8;11;65;41;36
FR1;2002;Auxerre;38;18;10;10;64;38;29
FR1;2002;Bordeaux;38;18;10;10;64;57;36
FR1;2002;FC Sochaux;38;17;13;8;64;46;31
FR1;2002;Guingamp;38;19;5;14;62;59;46
FR1;2002;Lens;38;14;15;9;57;43;31
FR1;2002;Nantes;38;16;8;14;56;37;39
FR1;2002;OGC Nice;38;13;16;9;55;39;31
FR1;2002;Paris Saint-Germain;38;14;12;12;54;47;36
FR1;2002;Bastia;38;12;11;15;47;40;48
FR1;2002;RC Strasbourg;38;11;12;15;45;40;54
FR1;2002;Lille OSC;38;10;12;16;42;29;44
FR1;2002;Montpellier Herault SC;38;10;10;18;40;37;54
FR1;2002;Rennes;38;10;10;18;40;35;45
FR1;2002;Ajaccio;38;9;12;17;39;29;49
FR1;2002;Le Havre;38;10;8;20;38;27;47
FR1;2002;Sedan;38;9;9;20;36;41;59
FR1;2002;Troyes;38;7;10;21;31;23;48
FR1;2001;Lyon;34;20;6;8;66;62;32
FR1;2001;Lens;34;18;10;6;64;55;30
FR1;2001;Auxerre;34;16;11;7;59;48;38
FR1;2001;Paris Saint-Germain;34;15;13;6;58;43;24
FR1;2001;Lille OSC;34;15;11;8;56;39;32
FR1;2001;Bordeaux;34;14;8;12;50;34;31
FR1;2001;Troyes;34;13;8;13;47;40;35
FR1;2001;FC Sochaux;34;12;10;12;46;41;40
FR1;2001;Marseille;34;11;11;12;44;34;39
FR1;2001;Nantes;34;12;7;15;43;35;41
FR1;2001;Bastia;34;12;5;17;41;38;44
FR1;2001;Rennes;34;11;8;15;41;40;51
FR1;2001;Montpellier Herault SC;34;9;13;12;40;28;31
FR1;2001;Monaco;34;9;12;13;39;36;41
FR1;2001;Sedan;34;8;15;11;39;35;39
FR1;2001;Guingamp;34;9;8;17;35;34;57
FR1;2001;Metz;34;9;6;19;33;31;47
FR1;2001;FC Lorient;34;7;10;17;31;43;64
FR1;2000;Nantes;34;21;5;8;68;58;36
FR1;2000;Lyon;34;17;13;4;64;57;30
FR1;2000;Lille OSC;34;16;11;7;59;43;27
FR1;2000;Bordeaux;34;15;12;7;57;48;33
FR1;2000;Sedan;34;14;10;10;52;47;40
FR1;2000;Rennes;34;15;5;14;50;46;37
FR1;2000;Troyes;34;11;13;10;46;45;47
FR1;2000;Bastia;34;13;6;15;45;45;41
FR1;2000;Paris Saint-Germain;34;12;8;14;44;44;45
FR1;2000;Guingamp;34;11;11;12;44;40;48
FR1;2000;Monaco;34;12;7;15;43;53;50
FR1;2000;Metz;34;11;9;14;42;35;44
FR1;2000;Auxerre;34;11;8;15;41;31;41
FR1;2000;Marseille;34;11;7;16;40;31;40
FR1;2000;Lens;34;9;13;12;40;37;39
FR1;2000;Toulouse;34;9;10;15;37;34;49
FR1;2000;Saint-Étienne;34;8;10;16;34;42;56
FR1;2000;RC Strasbourg;34;7;8;19;29;28;61
FR1;1999;Monaco;34;20;5;9;65;69;38
FR1;1999;Paris Saint-Germain;34;16;10;8;58;54;40
FR1;1999;Lyon;34;16;8;10;56;45;42
FR1;1999;Bordeaux;34;15;9;10;54;52;40
FR1;1999;Lens;34;14;7;13;49;42;41
FR1;1999;Saint-Étienne;34;13;9;12;48;46;47
FR1;1999;Sedan;34;13;9;12;48;43;44
FR1;1999;Auxerre;34;13;8;13;47;37;39
FR1;1999;RC Strasbourg;34;13;7;14;46;42;52
FR1;1999;Bastia;34;11;12;11;45;43;39
FR1;1999;Metz;34;9;17;8;44;38;33
FR1;1999;Troyes;34;13;4;17;43;36;52
FR1;1999;Nantes;34;12;7;15;43;39;40
FR1;1999;Rennes;34;12;7;15;43;44;48
FR1;1999;AS Nancy;34;11;9;14;42;43;45
FR1;1999;Marseille;34;9;15;10;42;45;45
FR1;1999;Le Havre;34;9;7;18;34;30;52
FR1;1999;Montpellier Herault SC;34;7;10;17;31;39;50
FR1;1998;Bordeaux;34;22;6;6;72;66;29
FR1;1998;Marseille;34;21;8;5;71;56;28
FR1;1998;Lyon;34;18;9;7;63;51;31
FR1;1998;Monaco;34;18;8;8;62;52;32
FR1;1998;Rennes;34;17;8;9;59;45;38
FR1;1998;Lens;34;14;7;13;49;46;43
FR1;1998;Nantes;34;12;12;10;48;40;34
FR1;1998;Montpellier Herault SC;34;11;10;13;43;53;50
FR1;1998;AS Nancy;34;10;9;15;39;35;45
FR1;1998;Paris Saint-Germain;34;10;9;15;39;34;35
FR1;1998;Metz;34;9;12;13;39;28;37
FR1;1998;Bastia;34;10;8;16;38;37;46
FR1;1998;RC Strasbourg;34;8;14;12;38;30;36
FR1;1998;Auxerre;34;9;10;15;37;40;45
FR1;1998;FC Lorient;34;8;11;15;35;33;49
FR1;1998;Le Havre;34;8;11;15;35;23;38
FR1;1998;FC Sochaux;34;6;15;13;33;30;54
FR1;1998;Toulouse;34;6;11;17;29;24;53
FR1;1997;Lens;34;21;5;8;68;55;30
FR1;1997;Metz;34;20;8;6;68;48;28
FR1;1997;Monaco;34;18;5;11;59;51;33
FR1;1997;Marseille;34;16;9;9;57;47;27
FR1;1997;Bordeaux;34;15;11;8;56;49;41
FR1;1997;Lyon;34;16;5;13;53;39;37
FR1;1997;Auxerre;34;14;9;11;51;55;45
FR1;1997;Paris Saint-Germain;34;14;8;12;50;43;35
FR1;1997;Bastia;34;13;11;10;50;36;31
FR1;1997;Le Havre;34;10;14;10;44;38;35
FR1;1997;Nantes;34;11;8;15;41;35;41
FR1;1997;Montpellier Herault SC;34;10;11;13;41;32;42
FR1;1997;RC Strasbourg;34;9;10;15;37;39;43
FR1;1997;Rennes;34;9;9;16;36;36;48
FR1;1997;Toulouse;34;9;9;16;36;26;46
FR1;1997;Guingamp;34;9;8;17;35;30;42
FR1;1997;Berrichonne;34;8;7;19;31;31;59
FR1;1997;Cannes;34;7;7;20;28;32;59
FR1;1996;Monaco;38;23;10;5;79;69;30
FR1;1996;Paris Saint-Germain;38;18;13;7;67;57;31
FR1;1996;Nantes;38;16;16;6;64;61;32
FR1;1996;Bordeaux;38;16;15;7;63;59;42
FR1;1996;Metz;38;17;11;10;62;40;30
FR1;1996;Auxerre;38;17;10;11;61;49;32
FR1;1996;Bastia;38;17;10;11;61;54;47
FR1;1996;RC Strasbourg;38;19;3;16;60;52;49
FR1;1996;Lyon;38;16;12;10;60;59;50
FR1;1996;Montpellier Herault SC;38;12;15;11;51;40;40
FR1;1996;Marseille;38;12;13;13;49;43;48
FR1;1996;Guingamp;38;11;13;14;46;32;36
FR1;1996;Lens;38;12;9;17;45;40;52
FR1;1996;Le Havre;38;10;13;15;43;34;43
FR1;1996;Cannes;38;9;14;15;41;25;41
FR1;1996;Rennes;38;10;10;18;40;40;58
FR1;1996;AS Nancy;38;9;10;19;37;33;51
FR1;1996;Caen;38;7;16;15;37;35;46
FR1;1996;Lille OSC;38;8;11;19;35;32;58
FR1;1996;OGC Nice;38;5;8;25;23;30;68
FR1;1995;Auxerre;38;22;6;10;72;66;30
FR1;1995;Monaco;38;19;11;8;68;64;39
FR1;1995;Paris Saint-Germain;38;19;11;8;68;65;36
FR1;1995;Metz;38;18;11;9;65;42;30
FR1;1995;Lens;38;16;15;7;63;45;31
FR1;1995;Montpellier Herault SC;38;17;9;12;60;51;40
FR1;1995;Nantes;38;14;13;11;55;44;42
FR1;1995;RC Strasbourg;38;14;12;12;54;46;44
FR1;1995;Rennes;38;13;15;10;54;44;41
FR1;1995;Guingamp;38;13;14;11;53;34;33
FR1;1995;Lyon;38;10;18;10;48;41;41
FR1;1995;OGC Nice;38;12;9;7;45;37;44
FR1;1995;Le Havre;38;11;12;15;45;33;45
FR1;1995;Bastia;38;12;8;18;44;45;55
FR1;1995;Cannes;38;12;8;18;44;45;51
FR1;1995;Bordeaux;38;11;9;18;42;44;52
FR1;1995;Lille OSC;38;9;12;17;39;27;50
FR1;1995;Gueugnon;38;8;14;16;38;27;46
FR1;1995;Martigues;38;9;7;22;34;31;58
FR1;1995;Saint-Étienne;38;6;16;16;34;36;59
